UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,Date,text_length,Embedded_text_cleaned
Felipe,@FelipeJFray,2021-12-08 17:55:37+00:00,"Felipe
@FelipeJFray
·
8 dic.","En respuesta a 
@JohnTheKidUS
Davivienda",0,0,0,2021-12-08,40,johnthekidus
.,@BostonwriterBS,2021-12-08 16:22:39+00:00,".
@BostonwriterBS
·
8 dic.","El mejor banco es 
@Davivienda
John Titor
@JohnTheKidUS
 · 7 dic.
¿Cuál sería entonces el mejor banco en Colombia? ¿Cuál es la entidad bancaria que presta los mejores servicios?

* Dar RT para saber la opinión de más personas, por favor
1",1,0,0,2021-12-08,238,john titor johnthekidus colombio entidad bancario prestar servicio opinión persona favor
Alejandra,@rodriguezgomez_,2021-12-08 13:22:33+00:00,"Alejandra
@rodriguezgomez_
·
8 dic.","Decidimos cambiar el crédito hipotecario de 
@Davivienda
 por mejores condiciones en otro banco... ¿Y deciden unilateralmente y sin consultarnos subir 17 millones de pesos el cupo de la tarjeta de crédito para afectar la evaluación crediticia realizada por el otro banco?
1
1
2",1,1,2,2021-12-08,277,decidir cambiar crédito hipotecario condición decidir unilateralmente consultar subir millón peso cupo tarjeta crédito afectar evaluación crediticio
Fundación Bolívar Davivienda,@FundacionBD,2021-12-08 00:05:02+00:00,"Fundación Bolívar Davivienda
@FundacionBD
·
7 dic.","Muy pronto #LaJoven será protagonista en el Gran Concierto Davivienda de Navidad 

Conéctese este 11 de diciembre a las 5:00 p.m. aquí: https://bit.ly/3lllesz

#Navidad #Diciembre #Felicidad #AndrésCepeda #Concierto 
@andrescepeda
 @Davivienda
1",0,0,1,2021-12-08,245,lajoven protagonista concierto navidad conécteser diciembre navidad diciembre felicidad andréscepedo concierto andrescepeda
Mauricio Duque Arrubla,@elpalabrista,2021-12-08 15:45:28+00:00,"Mauricio Duque Arrubla
@elpalabrista
·
8 dic.","Yo pagaba transmilenio y SITP con la tarjeta débito de 
@davivienda
. Me cambiaron la tarjeta por cambio de franquicia y ahora no se puede. Y el banco no recibe eso como un reclamo del cliente por desmejora del servicio
2
3
3",2,3,3,2021-12-08,225,pagar transmilenio sitp tarjeta débito cambiar tarjeta cambio franquicia recibir reclamo cliente desmejorar servicio
Katalexia,@katalexia,2021-12-08 03:16:29+00:00,"Katalexia
@katalexia
·
7 dic.","En respuesta a 
@Srt_Toloza
 y 
@Davivienda
Que curioso me dijeron lo mismo hace un año y ya me hicieron pagar sus cobros irregulares por productos no solicitados . Ratas
1",1,0,0,2021-12-08,172,srt_toloza curioso pagar cobro irregular producto solicitado rata
Centroamérica Economía,@CentroamericaE,2021-12-08 16:15:32+00:00,"Centroamérica Economía
@CentroamericaE
·
8 dic.","#EmpresarialCE | 
@Davivienda
 ilumina la Navidad 

Lea más información 
centroamericaeconomia.net
Davivienda ilumina la Navidad - Centroamérica Economía
Davivienda por séptimo año consecutivo volvió a iluminar casi los 3 kilómetros que componen el Paseo General Escalón, igual que la plaza europea  que
1",0,0,1,2021-12-08,305,empresarialce iluminar navidad información centroamericaeconomia iluminar navidad centroamérico economía séptimo consecutivo volver iluminar kilómetro componer paseo general escalón plaza europeo
soyguiller | CryptoAstronauta,@PensamientoM8,2021-12-08 18:41:19+00:00,"soyguiller | CryptoAstronauta
@PensamientoM8
·
8 dic.","En respuesta a 
@Davivienda
Muchas gracias.
tras 72 horas de espera, pude contactar con la persona indicada (atención al cliente).
Pude solucionar todo el inconveniente, gracias.",0,0,0,2021-12-08,178,gracias hora esperar contactar persona indicado atención cliente solucionar inconveniente gracias
Diana Cortes,@DianiMCortes,2021-12-08 00:02:07+00:00,"Diana Cortes
@DianiMCortes
·
7 dic.","En respuesta a 
@PepitoScruton
No sé, no confío en Davivienda 
1",0,0,1,2021-12-08,64,pepitoscruton confiar
Michael Vallejo,@Michael72124872,2021-12-08 15:35:51+00:00,"Michael Vallejo
@Michael72124872
·
8 dic.","En respuesta a 
@Nequi
Si se supone que ya esta todo , por que desde el día de ayer hice una transferencia de davivienda a nequi y no me aparece el dinero  , no se refleja , hasta para ingresar a la plataforma e tenido problemas. Una solución rápido por favor
2",2,0,0,2021-12-08,261,nequi suponer ayer transferencia nequi aparecer dinero reflejar ingresar plataforma problema solución rápido favor
JHON WILMAR HENAO,@JHONWILMARHENAO,2021-12-08 21:15:52+00:00,"JHON WILMAR HENAO
@JHONWILMARHENAO
·
8 dic.","En respuesta a 
@ghitis
 y 
@472Colombia
En pueblos pequeños no existe forma de consignar. Porque solo banco de bogota. y eso es solo de capitales. Se requiere ampliar cobertura a pequeños e intermedios. Mejor cobertura..davivienda o Bbia. Por cobertura.
1
2",1,0,2,2021-12-08,258,ghitis 472colombia pueblo pequeño existir forma consignar bogoto capital requerir ampliar cobertura pequeño intermedio cobertura bbio cobertura
Jesus Sánchez,@manuel_civil,2021-12-08 23:57:05+00:00,"Jesus Sánchez
@manuel_civil
·
8 dic.","Les cuento algo ? 
@Davivienda
 en uno de sus cajeros automáticos me robó $220.000 , hace más de una semana. No me responden, no es la primera vez que le hacen esto a la gente. 
@SFCsupervisor
 ante quien me quejo ?
1
2",1,0,2,2021-12-08,219,contar cajero automático robar semana gente sfcsupervisor querer
JUAN CARLOS R,@jumijo1977,2021-12-08 03:50:27+00:00,"JUAN CARLOS R
@jumijo1977
·
7 dic.","@Davivienda
 no sé que está pasando con la seguridad de la app de Davivienda la noche anterior mí esposa estaba por fuera de la ciudad  y al llegar el día de hoy verificando su celular le aparece una compra por Paypal por un valor de 826.464, por Paypal Charles, que hacemos
1",1,0,0,2021-12-08,276,pasar seguridad noche esposa ciudad llegar verificar celular aparecer compra paypal valor paypal char
Carlos Molina,@Ckandres,2021-12-08 15:53:01+00:00,"Carlos Molina
@Ckandres
·
8 dic.","En respuesta a 
@Davivienda
Cómo se supone que tu puedes trabajar? Qué pasa si yo hubiera tenido que disponer de esos fondos en una semana?, y mientras recibiendo pagos a la cuenta sin yo darme cuenta de que no voy a poder disponer de ellos? #absurdo",0,0,0,2021-12-08,250,suponer trabajar pasar disponer fondo semana recibir pago contar disponer absurdo
Revista Ella,@RevistaElla,2021-12-08 16:00:18+00:00,"Revista Ella
@RevistaElla
·
8 dic.","Como es tradición, Banco Davivienda ilumina la Navidad con el montaje de la decoración alusiva a la época en todo el Paseo General Escalón y la plaza Unión Europea, que conforma el redondel Fuentes Beethoven.
laprensagrafica.com
Davivienda enciende la Navidad con alegría y esperanza para los salvadoreños
Como es tradición, Banco Davivienda ilumina la Navidad con el montaje de la decoración alusiva a la época en todo el Paseo General Escalón y la plaza Unión Europea, que conforma el redondel Fuentes...
1",0,0,1,2021-12-08,508,tradición iluminar navidad montaje decoración alusivo época paseo general escalón plaza unión europeo conformar redondel fuente beethoven laprensagrafico encender navidad alegría esperanza salvadoreño tradición iluminar navidad montaje decoración alusivo época paseo general escalón plaza unión europeo conformar redondel fuente
Carlos Molina,@Ckandres,2021-12-08 15:58:40+00:00,"Carlos Molina
@Ckandres
·
8 dic.","En respuesta a 
@Davivienda
@SFCsupervisor
 por favor revise este caso, porque la verdad ya no se a donde más recurrir.",0,0,0,2021-12-08,119,sfcsupervisor favor revisar caso recurrir
Omar Ruiz,@OmarRuizSAI,2021-12-08 18:25:19+00:00,"Omar Ruiz
@OmarRuizSAI
·
8 dic.","En respuesta a 
@Davivienda
La pregunta es breve y concreta, no requiere de aclaración mediante mensaje ""discreto"" interno",0,0,0,2021-12-08,122,pregunta concreto requerir aclaración mensaje discreto interno
Sebastián Contreras,@Nodspine,2021-12-08 01:34:37+00:00,"Sebastián Contreras
@Nodspine
·
7 dic.","En respuesta a 
@ilusion_mental
Y las apps móviles de Davivienda tienen cierta tendencia a no funcionar 

También los sufro :'(",0,0,0,2021-12-08,127,ilusion_mental apps móvil tendencia funcionar sufrir
Lidia Cristina,@AfricanoGil,2021-12-08 04:59:41+00:00,"Lidia Cristina
@AfricanoGil
·
7 dic.","@JBALVIN
  que vaya a cantarle a la madre del marrano, porque aquí en Cali no lo queremos, disque artista del super concierto de la feria, vas a quedar como davivienda.",0,0,0,2021-12-08,168,jbalvin cantar madre marrano cali querer discar artista super concierto feria quedar
CABALLERO,@hanct74,2021-12-08 01:00:52+00:00,"CABALLERO
@hanct74
·
7 dic.","En respuesta a 
@EdoCote
 y 
@rcnradio
Será que si digo que le voy a pagar a Davivienda me sacan por ron",0,0,0,2021-12-08,104,edocote rcnradio pagar sacar
Jose F Agudelo,@joseagudelo,2021-12-08 15:34:26+00:00,"Jose F Agudelo
@joseagudelo
·
8 dic.","En respuesta a 
@JohnTheKidUS
Para mi Davivienda ha sido ágil y práctico y soy cliente desde el 2015 personal y de empresa
pesadilla Scotiabankcolpatria… y colpatria… era cliente Citi desde el 88 y estoy por irme. La cuenta de empresa la cancelé. 
el costo de las tarjetas e intereses en todos es un horror!",0,0,0,2021-12-08,307,johnthekidus davivirdar ágil práctico cliente 2015 personal empresa pesadilla scotiabankcolpatria colpatria cliente citi irme contar empresa cancelar costo tarjeta interés horror
Francisco J (lockdown is criminal),@tuprimonv,2021-12-08 13:52:17+00:00,"Francisco J (lockdown is criminal)
@tuprimonv
·
8 dic.","En respuesta a 
@JohnTheKidUS
Todos tienen sus luces y sus sombras, en la empresa tengo 
@Bancolombia
 en 15 años no me han ofrecido ni un producto, en 
@Davivienda
 y 
@BancodeBogota
 de forma general me ha ido bien.
1
1",1,0,1,2021-12-08,221,johnthekidus luz sombra empresa bancolombia año ofrecido producto bancodebogota forma general
Alejandra,@rodriguezgomez_,2021-12-08 13:23:54+00:00,"Alejandra
@rodriguezgomez_
·
8 dic.","@Davivienda
 Van a perder clientes de mucho tiempo si toman este tipo de estrategias ¿Qué tipo de deshonestidad es esta?
1
2",1,0,2,2021-12-08,124,perder cliente tiempo tomar tipo estrategia tipo deshonestidad
ithan mayorca,@ithanmayorca,2021-12-08 15:33:08+00:00,"ithan mayorca
@ithanmayorca
·
8 dic.","En respuesta a 
@Davivienda
ayer hice una transferencia a un tlf daviplata la transferencia no llegó y es increíble q atiendan por chat preguntan datos i ya no se más estoy por creer q me estafaron y ustedes son cómplices la transferencia es la 000821 y aparece un número tan extraño en el recibo...
1",1,0,0,2021-12-08,301,ayer transferencia daviplato transferencia llegar increíble atender chat preguntar dato creer estafar cómplice transferencia 000821 aparecer número extraño recibo
𝑱𝒐𝒉𝒂𝒏𝑸𝑪,@JohanQC777,2021-12-08 15:23:55+00:00,"𝑱𝒐𝒉𝒂𝒏𝑸𝑪
@JohanQC777
·
8 dic.","Respondiendo a 
@LigaDirectv
 @davidbarguil
 y 2 más
Tu comentario es falso

Si una deuda es reestructurada no significa que otros bancos no le vayan a prestar",0,0,0,2021-12-08,159,ligadirectv davidbarguil comentario falso deuda reestructurado significar prestar
PV,@Kitty_pinzon,2021-12-08 03:55:59+00:00,"PV
@Kitty_pinzon
·
7 dic.","En respuesta a 
@Davivienda
 y 
@readloverspcj
Somos varios. Mi mamá 
@VillamilMarlene
 y yo estamos intentando hace varios días
1
1
1",1,1,1,2021-12-08,134,readloverspcj mamá villamilmar intentar
𝕺𝖘𝖈𝖆𝖗 ®,@Oscar243112,2021-12-08 05:02:52+00:00,"𝕺𝖘𝖈𝖆𝖗 ®
@Oscar243112
·
8 dic.","Respondiendo a 
@Tyra77541491
 @DemJessenia
 y 3 más
Fue Davivienda",0,0,0,2021-12-08,67,tyra77541491 demjessenia
Cymaniatico,@Cymaniatico,2021-12-08 15:02:48+00:00,"Cymaniatico
@Cymaniatico
·
8 dic.","En respuesta a 
@JavierJMED
 @almacenesexito
 y 
@Apple
Aja 
@Davivienda
?? Hasta 
@almacenesexito
 te esta ganando en esta vaina… pa cuando tus tarjetas???
1
1",1,0,1,2021-12-08,160,javierjmed almacenesexito apple almacenesexito ganar vaina tarjeta
Juan Felipe Bernal M,@JFelipeBernal,2021-12-08 16:56:03+00:00,"Juan Felipe Bernal M
@JFelipeBernal
·
8 dic.","@Davivienda
 cuándo tienen planeado incorporar sus tarjetas a Apple Pay, más cuando ustedes son el aliado de 
@MacCenter
 1
3",1,0,3,2021-12-08,125,planeado incorporar tarjeta apple aliado maccenter
Victor H.,@victorh105,2021-12-08 19:47:59+00:00,"Victor H.
@victorh105
·
8 dic.","En respuesta a 
@Pipebecerra1
 @Davivienda
 y 
@telefonorojo
Menos mal estaba dañado pq por ahí a es ahora te roban
1",1,0,0,2021-12-08,117,pipebecerra1 telefonorojo dañar robar
𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘,@Berzota,2021-12-08 20:26:38+00:00,"𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘
@Berzota
·
8 dic.","En respuesta a 
@Davivienda
 y 
@SFCsupervisor
Dejen de pegar la misma respuesta siempre! Por fin pude hablar con alguien que si pudo bloquear la cuenta! Su servicio es una mierda! Su atención al cliente en redes es más mierda aún! Así como sus respuestas prediseñadas que no resuelven una mierda y su seguridad ni hablar!",0,0,0,2021-12-08,322,sfcsupervisor dejar pegar hablar alguien bloquear servicio mierda atención cliente red mierda prediseñado resolver mierda seguridad hablar
ithan mayorca,@ithanmayorca,2021-12-08 04:33:29+00:00,"ithan mayorca
@ithanmayorca
·
7 dic.","@DaviPlata
 @Davivienda
 q porquería de servicio en atención al cliente por chat presta esta gente te atienden y te dejan ahí no entiendo para q ofrecen un servicio si no lo cumplen hasta cuando país q el capitalista hace lo q le da la gana con el cliente quien pone freno a esto...
1",1,0,0,2021-12-08,284,daviplata porquerir servicio atención cliente chat prestar gente atender dejar entender ofrecer servicio cumplir país capitalista ganar cliente freno
LIGA DIRECTV,@LigaDirectv,2021-12-08 15:09:20+00:00,"LIGA DIRECTV
@LigaDirectv
·
8 dic.","En respuesta a 
@davidbarguil
 y 
@LizCordoba20
David 
@Davivienda
 está marcando a sus clientes sus obligaciones como REESTRUCTURADA ; sin solicitud de ellos, con esto burlan la ley de borrón y cuenta nueva ya que con esta marcación ningún banco le presta. OJO !
2",2,0,0,2021-12-08,265,davidbarguil lizcordoba20 david marcar cliente obligación reestructurado solicitud burlar borrón contar marcación prestar
ithan mayorca,@ithanmayorca,2021-12-08 15:29:09+00:00,"ithan mayorca
@ithanmayorca
·
8 dic.","@DaviPlata
 @Davivienda
 q pésimo servicio tienen estoy por creer q si en el servicio q use fue víctima de estafa estarían involucrados ustedes es increíble q quiero saber de una transferencia tengo 2 días en esto y solo preguntan y no dan respuesta 
@FiscaliaCol
 hasta cuando...
1",1,0,0,2021-12-08,282,daviplata pésimo servicio creer servicio víctima estafa involucrado increíble querer transferencia preguntar fiscaliacol
Carlos Molina,@Ckandres,2021-12-08 15:54:47+00:00,"Carlos Molina
@Ckandres
·
8 dic.","En respuesta a 
@Davivienda
O es que acaso después de recibir cada pago debo transferir #dinero para verificar si se congelo o no la cuenta? Para luego poder entregar el producto? Así se debe trabajar con #davivienda, #estafadores 
1",1,0,0,2021-12-08,233,acaso recibir pago deber transferir dinero verificar congelur entregar producto deber trabajar estafador
PayPal Support,@AskPayPal,2021-12-08 12:50:48+00:00,"PayPal Support
@AskPayPal
·
8 dic.","En respuesta a 
@Smoucchween
Hola 
@Smoucchween
!
En Colombia puede asociar una cuenta Bancaria Americana o Local debe asociar la cuenta con el Código SWIFT de 3-25 dígitos.
En este enlace tiene las instrucciones: https://bit.ly/30Vm0By
Tiene la opción de utilizar como intermediario a: Davivienda o Nequi
1",0,0,1,2021-12-08,307,smoucchween smoucchween colombio asociar bancario americana local deber asociar código swift dígito enlace instrucción opción utilizar intermediario nequi
Jesús Tobar Sánchez,@soyjesustobar,2021-12-09 01:25:48+00:00,"Jesús Tobar Sánchez
@soyjesustobar
·
8 dic.","#ColombiaDecide 
•Arelis Uriana va a terminar de candidata en las elecciones regionales del 2023.
•Saade está como en el comercial de Davivienda.
•Roy es impresionante para ambientar el debate.
•Romero tiene bríos para intentarlo en cuatro años.
•Petro es el pacto.
5",0,0,5,2021-12-09,267,colombiadecide arelis uriana terminar candidata elección regional 2023 saade comercial impresionante ambientar debate romero brío intentar año petro pacto
Fundacion Antioquia Infantil,@FAINfundacion,2021-12-09 18:50:48+00:00,"Fundacion Antioquia Infantil
@FAINfundacion
·
9 dic.","En 
@fainfundacion
 estamos felices por nuestro primer decenioApoya nuestra campaña de celebración.
 Realiza un aporte económico desde $30.000 en adelante.
Bancolombia No. 54166389588
Davivienda No. 036470248620
1",0,0,1,2021-12-09,213,fainfundacion feliz decenioapoya campaña celebración aporte económico bancolombia 5416385588 036470248620
Laura No Está,@Misslegsonfire,2021-12-09 20:40:20+00:00,"Laura No Está
@Misslegsonfire
·
9 dic.","Están pidiendo la cédula en la fila de Davivienda dizque para antecedentes penales cuando las ratas son ellos 
4",0,0,4,2021-12-09,112,pedir cédula fila dizcar antecedente penal rata
Lunareja,@dianalunareja,2021-12-09 13:17:26+00:00,"Lunareja
@dianalunareja
·
9 dic.","ATENCIÓN 
@Davivienda
:
Catalina Alba
@Catalba
 · 9 dic.
- Mamá, ¿tu por qué todos los días antes de llevarme al colegio te tomas esa copita de licor?
- ¿¿qué?? ¡Yo no me tomo ninguna copitos!
- ¿y entonces eso qué es?
(La cámara enfoca el Listerine)

*no quiero pensar qué dirá en el colegio. 
15",0,0,15,2021-12-09,297,atención catalina alba catalba mamá colegio tomar copita licor tomo copito cámara enfocar listerine querer pensar colegio
Jeanne Bécu,@MenadeJ,2021-12-09 22:28:59+00:00,"Jeanne Bécu
@MenadeJ
·
9 dic.","Esta tratando de pagar su hospitalización. Pongo las cuentas por si alguien quisiera ayudar a Mamita, no tiene que ser mucho.

45555704198 ahorros bancolombia, 488414915444 ahorros Davivienda
1
1
1",1,1,1,2021-12-09,197,tratar pagar hospitalización alguien querer ayudar mamita 4555701998 ahorro bancolombia 488414915444 ahorro
Hulises,@HugoMor15355236,2021-12-09 19:39:11+00:00,"Hulises
@HugoMor15355236
·
9 dic.","Buenas tardes Sr Alcalde :. En el Banco Davivienda al frente del Parque Fundadores una de las rejillas de protección de la alcantarilla está rota lo cual representa un peligro para cualquier transeúnte.. muchas gracias por su atención..
José Manuel Ríos
@joseriosalcalde
 · 9 dic.
Seguimos escuchando a los cuyabros, en esta ocasión, en los barrios  Antonio Nariño y Gibraltar. 

Es compartiendo con ustedes y trabajando juntos y con nuestros secretarios, que podemos comprender mejor sus problemáticas y encontrar soluciones oportunas.

#EsPaTodos",0,0,0,2021-12-09,548,alcalde frente parque fundador rejillo protección alcantarilla roto representar peligro cualquiera transeúnte gracias atención josé manuel río joseriosalcalde seguir escuchar cuyabro ocasión barrio antonio nariño gibraltar compartir trabajar secretario comprender problemática encontrar solución oportuno espatodo
Bibi HCDO,@bibihercastro,2021-12-09 17:45:41+00:00,"Bibi HCDO
@bibihercastro
·
9 dic.","Normalmente me gusta 
@Davivienda
 pero días como hoy solo quiero matarlos. 
1
1",1,0,1,2021-12-09,80,normalmente gustar querer matar
Leo,@Pata_Leo,2021-12-09 13:30:03+00:00,"Leo
@Pata_Leo
·
9 dic.","Y Alfredo Saade fue lo más Davivienda en ese debate, completamente en el lugar equivocado.
3",0,0,3,2021-12-09,92,alfredo saade debate completamente lugar equivocado
Sandra Guinand,@GuinandSandra,2021-12-09 19:50:31+00:00,"Sandra Guinand
@GuinandSandra
·
9 dic.","Sigo esperando a que 
@Davivienda
 me pague mi bono del debitazo! Publicidad engañosa, cumplí con todos los requisitos y se hacen los locos para pagar. Llevo un mes de asesor en asesor y nadie resuelve. 
@SFCsupervisor
1
1
2",1,1,2,2021-12-09,224,seguir esperar pagar bono debitazo publicidad engañoso cumplir requisito loco pagar asesor asesor resolver sfcsupervisor
Diario El País,@elpaishn,2021-12-09 20:59:06+00:00,"Diario El País
@elpaishn
·
9 dic.","Davivienda Honduras gana premio LatamDigital 2021 en la categoría Liderazgo y Desempeño Digital http://dlvr.it/SF4N2T
2",0,2,0,2021-12-09,119,honduro ganar premio latamdigital 2021 categoría liderazgo desempeño digital
Juan Ferro ,@jota__ferro,2021-12-09 20:41:55+00:00,"Juan Ferro 
@jota__ferro
·
9 dic.","@Davivienda
 a ver si aprenden un poquito de 
@nubank
1",1,0,0,2021-12-09,55,aprender poquito nubank
𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘,@Berzota,2021-12-09 22:00:52+00:00,"𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘
@Berzota
·
9 dic.","Nuevamente otra situación con Davivienda! Aparte de que se ""Bloquea"" la ecard y demás! Ahora los ladrones REGISTRAN LA TARJETA EN PÁGINAS! Mi nombre y otros datos están comprometidos! 
@SFCsupervisor
 @CGR_Colombia
 por favor! Ya son 2 semanas pidiendo ayuda con este tema!
1",1,0,0,2021-12-09,275,nuevamente situación aparte bloquear ecard ladrón registrar tarjeta página nombre dato comprometido sfcsupervisor cgr_colombia favor semana pedir ayuda tema
KAREN TORRES,@_karento,2021-12-09 16:14:27+00:00,"KAREN TORRES
@_karento
·
9 dic.","A mi me llega el sueldo, y es fijo que en seguida 
@Davivienda
 me empieza a llamar y a enviar 300 mensajes de texto a ofrecerme cuanta maricada se le ocurre y créditos de 2 minuto/ de demora. Que pereza de verdad, ni que yo no tuviera ya suficiente gastos.
1",1,0,0,2021-12-09,259,llegar sueldo fijo seguido empezar llamar enviar mensaje texto ofrecer maricada ocurrir crédito minuto demorar pereza suficiente gasto
purrunderito Lu,@luisnunezz,2021-12-09 01:10:55+00:00,"purrunderito Lu
@luisnunezz
·
8 dic.","En respuesta a 
@YeiMosquera
el proprio davivienda
1
1",1,0,1,2021-12-09,54,yeimosquera proprio
Jolman Gomez,@jolmangomez,2021-12-09 13:04:26+00:00,"Jolman Gomez
@jolmangomez
·
9 dic.","Qué pasa con el portal web de 
@Davivienda
 que no está dejando iniciar sesión ?
1",1,0,0,2021-12-09,82,pasar portal dejar iniciar sesión
Karen Tralara,@KarenTralara,2021-12-09 19:40:50+00:00,"Karen Tralara
@KarenTralara
·
9 dic.","Señores 
@Davivienda
 qué pasa que ningún canal virtual funciona, ni portal, ni aplicación. Nada de nada.
1",1,0,0,2021-12-09,107,señor pasar canal virtual funcionar portal aplicación
DATAiFX,@dataiFX,2021-12-09 13:14:12+00:00,"DATAiFX
@dataiFX
·
9 dic.","#LiveDataiFX Lo que hoy debe saber I Davivienda Corredores https://bit.ly/3lRoEDU Por 
@davicorredores
 #LoQueHoyDebeSaber
1
2",0,1,2,2021-12-09,126,livedataifx deber corredor davicorredor loquehoydebesaber
Felipe Ruiz,@Felipe_Ruiz10,2021-12-09 18:33:00+00:00,"Felipe Ruiz
@Felipe_Ruiz10
·
9 dic.","Señores 
@Davivienda
 no ha sido posible ingresar a la App con mi usuario, existe algún problema? Adicionalmente, no he podido pagar mi TC mediante canales virtuales, porque indica que tengo una transacción pendiente. Ayuda por favor!!!
1",1,0,0,2021-12-09,238,señor devivir ingresar usuario existir problema adicionalmente pagar canal virtual indicar transacción pendiente ayuda favor
Andrés Posada,@APosadaO3,2021-12-09 20:23:54+00:00,"Andrés Posada
@APosadaO3
·
9 dic.","En respuesta a 
@andresmania
Hoy cerraron a la baja Grupo Bolivar, BVC, Pf Davivienda, ISA, Pf Aval, Ecopetrol, Corficol, Mineros, entre otras…
1
1
2",1,1,2,2021-12-09,149,andresmania cerrar grupo bolivar aval ecopetrol corficol minero
Mel Cardona,@MelCardonArdila,2021-12-09 16:16:31+00:00,"Mel Cardona
@MelCardonArdila
·
9 dic.","Muy malito el servicio de 
@Davivienda
 para la apertura de una nueva cuenta. Que asesores tan regulares.
1
1",1,1,0,2021-12-09,109,malito servicio apertura contar asesor regular
Camilo.,@Caanve_,2021-12-09 14:32:13+00:00,"Camilo.
@Caanve_
·
9 dic.","Que basura 
@Davivienda
 no permite hacer transacciones a brokers de trading ni operaciones de crypto. 

¿En qué siglo están?
1",1,0,0,2021-12-09,127,basura permitir transacción broker trading operación crypto siglo
PauLi,@Pauli_mB_,2021-12-09 15:48:13+00:00,"PauLi
@Pauli_mB_
·
9 dic.","En respuesta a 
@memisfranco
Bebe, te lo he dicho estas como davivienda, aqui todas son grandotas 
1
1",1,0,1,2021-12-09,102,memisfranco beber grandota
Melissa,@mehersa_,2021-12-09 17:12:36+00:00,"Melissa
@mehersa_
·
9 dic.","En respuesta a 
@YefryLopez6
Davivienda, a las 6:01 ya no te atienden 
1
1",1,0,1,2021-12-09,74,yefrylopez6 atender
Ismael Muñoz - Junior,@jrmunozjimenez,2021-12-09 18:03:57+00:00,"Ismael Muñoz - Junior
@jrmunozjimenez
·
9 dic.","Señores 
@Davivienda
: increíble que en una oficina tan concurrida como la del 
@plazacentralccb
, en una época del año como está, no tengan sino 1 solo asesor de servicio al cliente. Las filas son interminables y no se ve mejoría.
1",1,0,0,2021-12-09,233,señor davivirdar increíble oficina concurrido plazacentralccb época asesor servicio cliente fila interminable mejoría
@she-wolf,@she-wolf,2021-12-09 20:46:14+00:00,"@she-wolf
@sheilawolfville
·
9 dic.","¿Cómo hago para que 
@Davivienda
 deje de llamar al número fijo de la casa y una grabación me diga que pague mis obligaciones, cuando no tengo producto alguno con el banco? 
@SFCsupervisor
1",1,0,0,2021-12-09,190,dejar llamar número fijo casa grabación pagar obligación producto sfcsupervisor
Jairo Cassiani,@jairocassiani,2021-12-09 15:53:04+00:00,"Jairo Cassiani
@jairocassiani
·
9 dic.","@Davivienda
 llevo 8 días  intento ingresar a la App y no me deja Que fallas  presenta la app gracias!
1
1",1,0,1,2021-12-09,106,intentar ingresar dejar falla presentar gracias
Rodrigo Alvarado Cai,@rodrigoalvaradc,2021-12-09 22:11:08+00:00,"Rodrigo Alvarado Cai
@rodrigoalvaradc
·
9 dic.","En respuesta a 
@Davivienda
Pensando en una solución por mi parte, cambio de aparato móvil, operador y red de datos; no lee las huellas, ese es un error que presenta el app hace ya un tiempo.",0,0,0,2021-12-09,191,pensar solución cambio aparato móvil operador dato huella error presentar tiempo
Angela de Marte,@angelamars,2021-12-09 12:13:11+00:00,"Angela de Marte
@angelamars
·
9 dic.","En respuesta a 
@Catalba
Está como el niño del comercial de Davivienda 
4",0,0,4,2021-12-09,73,catalbo niño comercial
Gloria Rodriguez B,@GloRodrineche,2021-12-09 17:25:37+00:00,"Gloria Rodriguez B
@GloRodrineche
·
9 dic.","En respuesta a 
@Davivienda
 y 
@JohanUlloaA
#daviviendaCaida sí señor, hace rato estoy intentando entrar al portal digital y no funciona (jueves 9 de diciembre 2021, 12:25 del medio día)
1",0,0,1,2021-12-09,189,johanulloaa daviviendacaida señor rato intentar entrar portal digital funcionar diciembre 2021
Daniella Viñas,@daniellavinas10,2021-12-09 14:20:36+00:00,"Daniella Viñas
@daniellavinas10
·
9 dic.","@Davivienda
 no sirve la app???
1",1,0,0,2021-12-09,33,servir
Gomez ن †,@sergiogomezf,2021-12-09 17:59:01+00:00,"Gomez ن †
@sergiogomezf
·
9 dic.","En respuesta a 
@Davivienda
Ya les envié el DM",0,0,0,2021-12-09,46,enviar
Sandra Guinand,@GuinandSandra,2021-12-09 20:05:11+00:00,"Sandra Guinand
@GuinandSandra
·
9 dic.","En respuesta a 
@Davivienda
Falso!!Por interno tampoco me resolvieron nada!! Cuánto tiempo necesitan para verificar un extracto? Dejen de jugar con los clientes 
@SFCsupervisor",0,0,0,2021-12-09,176,falso interno resolver tiempo necesitar verificar extracto dejar jugar cliente sfcsupervisor
john jairo,@johnjai77,2021-12-09 20:26:18+00:00,"john jairo
@johnjai77
·
9 dic.","@Davivienda
 señores, hay alguna oficina con horario adicional en bogota? Gracias
1",1,0,0,2021-12-09,83,señor oficina horario adicional bogoto gracias
